"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"43466-58312","SG","D'Angelo","D'Angelo Russell","Russell","37.98181892163826","33","7300","MIN@TOR","MIN","TOR","GTD","Quadriceps","","",""
"43466-66108","PG","Jamal","Jamal Murray","Murray","32.63720987009447","43","7200","SA@DEN","DEN","SA","","","","",""
"43466-9535","PG","Kyle","Kyle Lowry","Lowry","38.321950028582314","41","7200","MIN@TOR","TOR","MIN","GTD","Neck","","",""
"43466-55059","C","Clint","Clint Capela","Capela","38.753846779847755","39","7100","ATL@ORL","ATL","ORL","O","Heel","","",""
"43466-66113","SG","Donovan","Donovan Mitchell","Mitchell","37.40196078431372","51","7000","UTA@DAL","UTA","DAL","","","","",""
"43466-9688","PF","LaMarcus","LaMarcus Aldridge","Aldridge","36.73541768391927","48","7000","SA@DEN","SA","DEN","","","","",""
"43466-84706","SG","Devonte'","Devonte' Graham","Graham","34.39423076923077","52","6800","CHA@DET","CHA","DET","","","","",""
"43466-12355","PG","Eric","Eric Bledsoe","Bledsoe","30.931818181818183","44","6700","SAC@MIL","MIL","SAC","","","","",""
"43466-24247","SG","Fred","Fred VanVleet","VanVleet","37.274419740188954","43","6700","MIN@TOR","TOR","MIN","","","","",""
"43466-9957","PF","Serge","Serge Ibaka","Ibaka","29.641859897347384","43","6700","MIN@TOR","TOR","MIN","","","","",""
"43466-58153","SF","Kelly","Kelly Oubre","Oubre","33.990196078431374","51","6700","PHO@LAL","PHO","LAL","","","","",""
"43466-9475","PG","Derrick","Derrick Rose","Rose","31.095453435724433","44","6600","CHA@DET","DET","CHA","GTD","Hip","","",""
"43466-16359","PG","Malcolm","Malcolm Brogdon","Brogdon","33.59230706630609","39","6500","BKN@IND","IND","BKN","","","","",""
"43466-41594","PF","Aaron","Aaron Gordon","Gordon","29.099998961103722","47","6300","ATL@ORL","ORL","ATL","","","","",""
"43466-15860","PF","Draymond","Draymond Green","Green","29.658973106971153","39","6300","MIA@GS","GS","MIA","","","","",""
"43466-42677","PG","Terry","Terry Rozier","Rozier","30.95769324669471","52","6200","CHA@DET","CHA","DET","","","","",""
"43466-17333","SF","Will","Will Barton","Barton","31.82708231608073","48","6000","SA@DEN","DEN","SA","O","Knee","","",""
"43466-14523","PG","Reggie","Reggie Jackson","Jackson","27.53333282470703","12","5900","CHA@DET","DET","CHA","","","","",""
"43466-12368","PF","Nemanja","Nemanja Bjelica","Bjelica","27.063462477463943","52","5800","SAC@MIL","SAC","MIL","","","","",""
"43466-67707","C","Marquese","Marquese Chriss","Chriss","21.116666158040363","48","5800","MIA@GS","GS","MIA","","","","",""
"43466-84678","SF","Miles","Miles Bridges","Bridges","24.60192401592548","52","5800","CHA@DET","CHA","DET","","","","",""
"43466-58253","C","Myles","Myles Turner","Turner","27.595348269440407","43","5800","BKN@IND","IND","BKN","","","","",""
"43466-23665","SG","Buddy","Buddy Hield","Hield","32.26730816180889","52","5700","SAC@MIL","SAC","MIL","","","","",""
"43466-9575","PG","Mike","Mike Conley","Conley","24.221874237060547","32","5700","UTA@DAL","UTA","DAL","","","","",""
"43466-9621","C","Brook","Brook Lopez","Lopez","27.08800048828125","50","5700","SAC@MIL","MIL","SAC","","","","",""
"43466-80805","PG","Markelle","Markelle Fultz","Fultz","25.373077392578125","52","5700","ATL@ORL","ORL","ATL","","","","",""
"43466-23096","SG","Evan","Evan Fournier","Fournier","28.24615478515625","52","5600","ATL@ORL","ORL","ATL","","","","",""
"43466-14496","PG","Ricky","Ricky Rubio","Rubio","32.62888997395833","45","5600","PHO@LAL","PHO","LAL","","","","",""
"43466-14530","SF","Bojan","Bojan Bogdanovic","Bogdanovic","28.48235246246936","51","5600","UTA@DAL","UTA","DAL","","","","",""
"43466-23798","SG","Caris","Caris LeVert","LeVert","25.073077862079327","26","5600","BKN@IND","BKN","IND","","","","",""
"43466-23120","SF","T.J.","T.J. Warren","Warren","28.36","50","5500","BKN@IND","IND","BKN","","","","",""
"43466-23447","PF","Richaun","Richaun Holmes","Holmes","30.900001319679053","37","5400","SAC@MIL","SAC","MIL","O","Shoulder","","",""
"43466-80821","PF","Jarrett","Jarrett Allen","Allen","29.841176949295342","51","5400","BKN@IND","BKN","IND","","","","",""
"43466-9673","PG","Goran","Goran Dragic","Dragic","27.209755502096037","41","5400","MIA@GS","MIA","GS","","","","",""
"43466-67708","PG","Dejounte","Dejounte Murray","Murray","26.541666666666668","48","5300","SA@DEN","SA","DEN","","","","",""
"43466-15684","SG","Victor","Victor Oladipo","Oladipo","17.38000030517578","5","5300","BKN@IND","IND","BKN","","","","",""
"43466-16301","C","Dewayne","Dewayne Dedmon","Dedmon","14.414285714285715","35","5300","ATL@ORL","ATL","ORL","","","","",""
"43466-16405","SG","Terrence","Terrence Ross","Ross","21.95294069776348","51","5000","ATL@ORL","ORL","ATL","","","","",""
"43466-84679","PF","Marvin","Marvin Bagley","Bagley","27.107691838191105","13","5000","SAC@MIL","SAC","MIL","O","Foot","","",""
"43466-9561","C","DeAndre","DeAndre Jordan","Jordan","25.31162847474564","43","5000","BKN@IND","BKN","IND","","","","",""
"43466-9729","PF","Paul","Paul Millsap","Millsap","24.542424982244317","33","4900","SA@DEN","DEN","SA","","","","",""
"43466-15946","SF","Harrison","Harrison Barnes","Barnes","24.544231708233173","52","4900","SAC@MIL","SAC","MIL","","","","",""
"43466-110352","PF","P.J.","P.J. Washington","Washington","25.1","45","4900","CHA@DET","CHA","DET","","","","",""
"43466-23831","PF","Jerami","Jerami Grant","Grant","21.14807598407452","52","4900","SA@DEN","DEN","SA","","","","",""
"43466-15691","C","Cody","Cody Zeller","Zeller","23.76530612244898","49","4900","CHA@DET","CHA","DET","","","","",""
"43466-18376","SG","Damion","Damion Lee","Lee","23.070269610430742","37","4900","MIA@GS","GS","MIA","","","","",""
"43466-84682","PF","Michael","Michael Porter","Porter","16.274359287359776","39","4800","SA@DEN","DEN","SA","O","Ankle","","",""
"43466-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","24.88780547351372","41","4800","SAC@MIL","SAC","MIL","","","","",""
"43466-15846","SF","Tim","Tim Hardaway","Hardaway","21.7760009765625","50","4800","UTA@DAL","DAL","UTA","","","","",""
"43466-66064","SG","Malik","Malik Beasley","Beasley","14.461905343191964","42","4700","MIN@TOR","MIN","TOR","","","","",""
"43466-23572","SF","Taurean","Taurean Prince","Prince","25.12549067478554","51","4700","BKN@IND","BKN","IND","","","","",""
"43466-15583","PG","Seth","Seth Curry","Curry","18.067346689652425","49","4700","UTA@DAL","DAL","UTA","","","","",""
"43466-66968","SF","Derrick","Derrick Jones","Jones","19.968420731393916","38","4700","MIA@GS","MIA","GS","","","","",""
"43466-80816","SG","Malik","Malik Monk","Monk","16.595999755859374","50","4700","CHA@DET","CHA","DET","","","","",""
"43466-16363","SF","Joe","Joe Harris","Harris","23.2739990234375","50","4700","BKN@IND","BKN","IND","","","","",""
"43466-85597","PG","Jordan","Jordan McLaughlin","McLaughlin","17","17","4600","MIN@TOR","MIN","TOR","","","","",""
"43466-84670","SF","Mikal","Mikal Bridges","Bridges","19.916980671432782","53","4600","PHO@LAL","PHO","LAL","","","","",""
"43466-84690","PG","Jalen","Jalen Brunson","Brunson","16.57924551334021","53","4600","UTA@DAL","DAL","UTA","","","","",""
"43466-84704","SG","Kevin","Kevin Huerter","Huerter","24.760463980741278","43","4600","ATL@ORL","ATL","ORL","","","","",""
"43466-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","17.936665852864582","30","4600","ATL@ORL","ORL","ATL","","","","",""
"43466-101329","PG","Kendrick","Kendrick Nunn","Nunn","25.58571328922194","49","4600","MIA@GS","MIA","GS","","","","",""
"43466-15559","SG","Jeremy","Jeremy Lamb","Lamb","25.321428571428573","42","4500","BKN@IND","IND","BKN","","","","",""
"43466-84694","SG","Bruce","Bruce Brown","Brown","23.357691838191105","52","4500","CHA@DET","DET","CHA","","","","",""
"43466-16230","SG","Jordan","Jordan McRae","McRae","23.510344406654095","29","4500","SA@DEN","DEN","SA","","","","",""
"43466-9581","C","Marc","Marc Gasol","Gasol","24.74857177734375","35","4500","MIN@TOR","TOR","MIN","O","Hamstring","","",""
"43466-24544","SG","Gary","Gary Harris","Harris","20.829545454545453","44","4500","SA@DEN","DEN","SA","GTD","Thigh","","",""
"43466-96763","PG","Brandon","Brandon Goodwin","Goodwin","13.137499491373697","24","4500","ATL@ORL","ATL","ORL","","","","",""
"43466-116340","SG","Terence","Terence Davis","Davis","16.45849033571639","53","4400","MIN@TOR","TOR","MIN","","","","",""
"43466-85137","SG","Duncan","Duncan Robinson","Robinson","19.9249995304988","52","4400","MIA@GS","MIA","GS","","","","",""
"43466-84689","PF","Josh","Josh Okogie","Okogie","19.34897909359056","49","4400","MIN@TOR","MIN","TOR","","","","",""
"43466-81621","PF","Maxi","Maxi Kleber","Kleber","20.48076923076923","52","4400","UTA@DAL","DAL","UTA","","","","",""
"43466-110323","PF","Eric","Eric Paschall","Paschall","22.5812505086263","48","4400","MIA@GS","GS","MIA","","","","",""
"43466-59318","SF","Joe","Joe Ingles","Ingles","23.80961491511418","52","4400","UTA@DAL","UTA","DAL","","","","",""
"43466-58377","PF","Kyle","Kyle Kuzma","Kuzma","20.554761614118302","42","4300","PHO@LAL","LAL","PHO","","","","",""
"43466-49675","PG","Derrick","Derrick White","White","21.5460009765625","50","4300","SA@DEN","SA","DEN","","","","",""
"43466-41082","C","Damian","Damian Jones","Jones","14.67550970583546","49","4300","ATL@ORL","ATL","ORL","","","","",""
"43466-84681","SG","Donte","Donte DiVincenzo","DiVincenzo","22.070213804853722","47","4300","SAC@MIL","MIL","SAC","","","","",""
"43466-9455","PG","Rajon","Rajon Rondo","Rondo","20.122222900390625","36","4300","PHO@LAL","LAL","PHO","","","","",""
"43466-110322","SG","Jordan","Jordan Poole","Poole","14.365217125934103","46","4300","MIA@GS","GS","MIA","","","","",""
"43466-16293","SG","Norman","Norman Powell","Powell","25.8526322214227","38","4300","MIN@TOR","TOR","MIN","O","Finger","","",""
"43466-9660","C","Dwight","Dwight Howard","Howard","21.825489717371322","51","4300","PHO@LAL","LAL","PHO","","","","",""
"43466-15814","C","Alex","Alex Len","Len","20.2","40","4300","SAC@MIL","SAC","MIL","O","Hip","","",""
"43466-16376","SF","Dorian","Dorian Finney-Smith","Finney-Smith","21.12075517762382","53","4300","UTA@DAL","DAL","UTA","","","","",""
"43466-15952","C","John","John Henson","Henson","16.320000203450522","30","4200","CHA@DET","DET","CHA","","","","",""
"43466-68203","PF","Chris","Chris Boucher","Boucher","15.786667209201388","45","4200","MIN@TOR","TOR","MIN","","","","",""
"43466-20640","SG","Jordan","Jordan Clarkson","Clarkson","22.337253944546568","51","4200","UTA@DAL","UTA","DAL","","","","",""
"43466-9466","PG","D.J.","D.J. Augustin","Augustin","21.46153846153846","39","4200","ATL@ORL","ORL","ATL","O","Knee","","",""
"43466-15800","SF","Jae","Jae Crowder","Crowder","24.773912512737773","46","4200","MIA@GS","MIA","GS","","","","",""
"43466-40396","PG","Monte","Monte Morris","Morris","17.89622641509434","53","4200","SA@DEN","DEN","SA","","","","",""
"43466-66046","SF","Luke","Luke Kennard","Kennard","26.53928484235491","28","4200","CHA@DET","DET","CHA","O","Knee","","",""
"43466-9758","SG","Danny","Danny Green","Green","19.42800048828125","50","4100","PHO@LAL","LAL","PHO","","","","",""
"43466-70820","C","Thon","Thon Maker","Maker","10.305999755859375","50","4100","CHA@DET","DET","CHA","","","","",""
"43466-16604","SF","Justin","Justin Holiday","Holiday","19.237735388413917","53","4100","BKN@IND","IND","BKN","","","","",""
"43466-9966","PF","James","James Johnson","Johnson","14.210526315789474","19","4100","MIN@TOR","MIN","TOR","","","","",""
"43466-110338","SF","De'Andre","De'Andre Hunter","Hunter","21.09411860447304","51","4100","ATL@ORL","ATL","ORL","GTD","Ankle","","",""
"43466-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","22.839584350585938","48","4100","UTA@DAL","DAL","UTA","","","","",""
"43466-80819","PF","Harry","Harry Giles","Giles","12.673076923076923","26","4100","SAC@MIL","SAC","MIL","","","","",""
"43466-68090","SF","OG","OG Anunoby","Anunoby","22.926922137920673","52","4100","MIN@TOR","TOR","MIN","","","","",""
"43466-12334","SG","Avery","Avery Bradley","Bradley","14.613513843433276","37","4000","PHO@LAL","LAL","PHO","","","","",""
"43466-14511","SF","Markieff","Markieff Morris","Morris","19.007142566499255","42","4000","CHA@DET","DET","CHA","GTD","Illness","","",""
"43466-9446","PG","Jeff","Jeff Teague","Teague","24.634781547214676","46","4000","ATL@ORL","ATL","ORL","GTD","Shoulder","","",""
"43466-23788","SG","Bryn","Bryn Forbes","Forbes","17.03846153846154","52","4000","SA@DEN","SA","DEN","","","","",""
"43466-110333","SF","Jarrett","Jarrett Culver","Culver","19.684000244140623","50","4000","MIN@TOR","MIN","TOR","","","","",""
"43466-110339","SF","Cam","Cam Reddish","Reddish","18.806521208389945","46","4000","ATL@ORL","ATL","ORL","GTD","Concussion","","",""
"43466-40830","SG","Delon","Delon Wright","Wright","20.423528933057597","51","4000","UTA@DAL","DAL","UTA","","","","",""
"43466-63127","C","Willy","Willy Hernangomez","Hernangomez","11.272727272727273","22","3900","CHA@DET","CHA","DET","","","","",""
"43466-110827","SG","Matt","Matt Thomas","Thomas","8.1772724498402","22","3900","MIN@TOR","TOR","MIN","","","","",""
"43466-11074","SG","Garrett","Garrett Temple","Temple","20.528260604194973","46","3900","BKN@IND","BKN","IND","","","","",""
"43466-19781","SF","Kent","Kent Bazemore","Bazemore","18.503846388596756","52","3900","SAC@MIL","SAC","MIL","","","","",""
"43466-9664","SG","Andre","Andre Iguodala","Iguodala","17.700000762939453","1","3900","MIA@GS","MIA","GS","","","","",""
"43466-9739","C","JaVale","JaVale McGee","McGee","20.887755102040817","49","3800","PHO@LAL","LAL","PHO","","","","",""
"43466-111671","PG","Ky","Ky Bowman","Bowman","16.847368742290296","38","3800","MIA@GS","GS","MIA","","","","",""
"43466-17491","SF","James","James Ennis","Ennis","12.377551020408163","49","3800","ATL@ORL","ORL","ATL","","","","",""
"43466-42148","PF","Rondae","Rondae Hollis-Jefferson","Hollis-Jefferson","18.91707257526677","41","3800","MIN@TOR","TOR","MIN","","","","",""
"43466-70822","SF","Juancho","Juancho Hernangomez","Hernangomez","8.24857177734375","35","3800","MIN@TOR","MIN","TOR","","","","",""
"43466-84697","SG","Jacob","Jacob Evans","Evans","9.560714721679688","28","3800","MIN@TOR","MIN","TOR","","","","",""
"43466-15590","C","Mason","Mason Plumlee","Plumlee","19.727906692859737","43","3800","SA@DEN","DEN","SA","O","Foot","","",""
"43466-110351","SG","Cody","Cody Martin","Martin","11.886486156566724","37","3800","CHA@DET","CHA","DET","O","Concussion","","",""
"43466-110354","PF","Nicolas","Nicolas Claxton","Claxton","11.114286150251116","14","3800","BKN@IND","BKN","IND","","","","",""
"43466-9495","PG","J.J.","J.J. Barea","Barea","16.043750762939453","16","3800","UTA@DAL","DAL","UTA","","","","",""
"43466-15669","C","Meyers","Meyers Leonard","Leonard","14.818366848692602","49","3800","MIA@GS","MIA","GS","O","Ankle","","",""
"43466-58378","C","Jakob","Jakob Poeltl","Poeltl","20.013460599459133","52","3700","SA@DEN","SA","DEN","","","","",""
"43466-84700","PF","Rodions","Rodions Kurucs","Kurucs","9.434374809265137","32","3700","BKN@IND","BKN","IND","","","","",""
"43466-84713","SG","Svi","Svi Mykhailiuk","Mykhailiuk","14.547826352326766","46","3700","CHA@DET","DET","CHA","GTD","Hip","","",""
"43466-110312","SG","Tyler","Tyler Herro","Herro","21.710869830587637","46","3700","MIA@GS","MIA","GS","GTD","Foot","","",""
"43466-110316","SF","Cameron","Cameron Johnson","Johnson","14.6","40","3700","PHO@LAL","PHO","LAL","","","","",""
"43466-84718","PF","Alize","Alize Johnson","Johnson","3.4545454545454546","11","3700","BKN@IND","IND","BKN","","","","",""
"43466-55056","PF","Dario","Dario Saric","Saric","21.03333282470703","48","3700","PHO@LAL","PHO","LAL","O","Ankle","","",""
"43466-84833","PF","Ryan","Ryan Broekhoff","Broekhoff","9.41764741785386","17","3700","UTA@DAL","DAL","UTA","","","","",""
"43466-110995","PF","Naz","Naz Reid","Reid","12.976470947265625","17","3700","MIN@TOR","MIN","TOR","","","","",""
"43466-9654","SF","Vince","Vince Carter","Carter","11.425531914893616","47","3700","ATL@ORL","ATL","ORL","","","","",""
"43466-18393","PG","T.J.","T.J. McConnell","McConnell","19.403921089920342","51","3700","BKN@IND","IND","BKN","","","","",""
"43466-22541","C","Kelly","Kelly Olynyk","Olynyk","16.80217444378397","46","3600","MIA@GS","MIA","GS","","","","",""
"43466-37931","C","Aron","Aron Baynes","Baynes","22.363636363636363","33","3600","PHO@LAL","PHO","LAL","O","Hip","","",""
"43466-42550","PF","Jabari","Jabari Parker","Parker","28.350000381469727","32","3600","SAC@MIL","SAC","MIL","GTD","Shoulder","","",""
"43466-9799","SG","Wesley","Wesley Matthews","Matthews","14.197959432796557","49","3600","SAC@MIL","MIL","SAC","","","","",""
"43466-9809","SF","Nicolas","Nicolas Batum","Batum","15.954545454545455","22","3600","CHA@DET","CHA","DET","O","Illness","","",""
"43466-23155","SG","Naz","Naz Mitrou-Long","Mitrou-Long","11.90000025431315","3","3600","BKN@IND","IND","BKN","","","","",""
"43466-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","9.276922959547777","26","3600","BKN@IND","BKN","IND","","","","",""
"43466-9939","PG","Patty","Patty Mills","Mills","18.403846153846153","52","3600","SA@DEN","SA","DEN","","","","",""
"43466-110331","SG","Ty","Ty Jerome","Jerome","10.105263157894736","19","3600","PHO@LAL","PHO","LAL","","","","",""
"43466-20277","SG","Torrey","Torrey Craig","Craig","12.109999847412109","40","3600","SA@DEN","DEN","SA","","","","",""
"43466-18338","PF","Royce","Royce O'Neale","O'Neale","18.53846153846154","52","3600","UTA@DAL","UTA","DAL","","","","",""
"43466-9636","SF","Wilson","Wilson Chandler","Chandler","15.386956256368887","23","3600","BKN@IND","BKN","IND","","","","",""
"43466-111620","PG","Nigel","Nigel Williams-Goss","Williams-Goss","2.388888888888889","9","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-101387","PG","Gabe","Gabe Vincent","Vincent","7.700000127156575","3","3500","MIA@GS","MIA","GS","","","","",""
"43466-66061","SG","Dwayne","Dwayne Bacon","Bacon","11.902631257709704","38","3500","CHA@DET","CHA","DET","","","","",""
"43466-85521","SG","Theo","Theo Pinson","Pinson","9.735714503696986","28","3500","BKN@IND","BKN","IND","","","","",""
"43466-101393","SG","Paul","Paul Watson","Watson","3.4000000953674316","4","3500","MIN@TOR","TOR","MIN","","","","",""
"43466-117779","SF","Juan","Juan Toscano-Anderson","Toscano-Anderson","10.600000381469727","1","3500","MIA@GS","GS","MIA","","","","",""
"43466-117275","PG","Jeremiah","Jeremiah Martin","Martin","3.8499999046325684","2","3500","BKN@IND","BKN","IND","","","","",""
"43466-117274","PF","Chris","Chris Silva","Silva","8.688888549804688","36","3500","MIA@GS","MIA","GS","","","","",""
"43466-117283","SF","Oshae","Oshae Brissett","Brissett","4.4764704984777115","17","3500","MIN@TOR","TOR","MIN","","","","",""
"43466-117285","SF","Vlatko","Vlatko Cancar","Cancar","2.918181679465554","11","3500","SA@DEN","DEN","SA","","","","",""
"43466-117289","PF","Juwan","Juwan Morgan","Morgan","2.5615384028508115","13","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-66091","PF","Cheick","Cheick Diallo","Diallo","9.575000339084202","36","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-117290","SG","Charles","Charles Brown","Brown","3.6799999237060548","10","3500","ATL@ORL","ATL","ORL","","","","",""
"43466-110639","PF","Sekou","Sekou Doumbouya","Doumbouya","13.018518518518519","27","3500","CHA@DET","DET","CHA","","","","",""
"43466-117297","SF","Louis","Louis King","King","4.35","10","3500","CHA@DET","DET","CHA","","","","",""
"43466-110640","PF","Luka","Luka Samanic","Samanic","0","0","3500","SA@DEN","SA","DEN","","","","",""
"43466-117301","PF","Devontae","Devontae Cacok","Cacok","0","0","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","15.272221883138021","18","3500","ATL@ORL","ORL","ATL","O","Knee","","",""
"43466-15417","SF","Solomon","Solomon Hill","Hill","13.78749974568685","48","3500","MIA@GS","MIA","GS","","","","",""
"43466-117307","SF","DaQuan","DaQuan Jeffries","Jeffries","1.1749999523162842","4","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-117819","PG","Jared","Jared Harper","Harper","0.6666666666666666","3","3500","PHO@LAL","PHO","LAL","O","Wrist","","",""
"43466-9787","SF","DeMarre","DeMarre Carroll","Carroll","5.913333129882813","15","3500","SA@DEN","SA","DEN","","","","",""
"43466-117306","SF","Vic","Vic Law","Law","0","3","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-117818","C","Tariq","Tariq Owens","Owens","3.700000047683716","2","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-66109","PF","Skal","Skal Labissiere","Labissiere","16.35757538766572","33","3500","ATL@ORL","ATL","ORL","O","Knee","","",""
"43466-16448","PF","Frank","Frank Kaminsky","Kaminsky","21.378124237060547","32","3500","PHO@LAL","PHO","LAL","O","Kneecap","","",""
"43466-12359","SG","Evan","Evan Turner","Turner","9.978947689658717","19","3500","MIN@TOR","MIN","TOR","O","Not injury related","","",""
"43466-12362","C","DeMarcus","DeMarcus Cousins","Cousins","37.49666748046875","30","3500","PHO@LAL","LAL","PHO","O","Knee","","",""
"43466-12365","PF","Ed","Ed Davis","Davis","8.12","25","3500","UTA@DAL","UTA","DAL","GTD","Back","","",""
"43466-111702","C","Kyle","Kyle Alexander","Alexander","0","0","3500","MIA@GS","MIA","GS","GTD","Knee","","",""
"43466-58461","PF","Trey","Trey Lyles","Lyles","14.86346200796274","52","3500","SA@DEN","SA","DEN","","","","",""
"43466-17517","SG","Tony","Tony Snell","Snell","14.38124974568685","48","3500","CHA@DET","DET","CHA","","","","",""
"43466-113267","SF","Caleb","Caleb Martin","Martin","5.299999872843425","6","3500","CHA@DET","CHA","DET","","","","",""
"43466-23156","PF","Georges","Georges Niang","Niang","9.673913043478262","46","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-15993","SG","Pat","Pat Connaughton","Connaughton","14.143750508626303","48","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-15501","SG","Allen","Allen Crabbe","Crabbe","10.02647040872013","34","3500","MIN@TOR","MIN","TOR","","","","",""
"43466-9870","SG","Kyle","Kyle Korver","Korver","11.886956256368887","46","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-9873","C","Robin","Robin Lopez","Lopez","11.237500508626303","48","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-63124","PG","Emmanuel","Emmanuel Mudiay","Mudiay","13.995348553324854","43","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-66196","SG","P.J.","P.J. Dozier","Dozier","12.607691838191105","13","3500","SA@DEN","DEN","SA","","","","",""
"43466-113305","SG","Josh","Josh Reaves","Reaves","0","2","3500","UTA@DAL","DAL","UTA","O","Wrist","","",""
"43466-42661","PF","Noah","Noah Vonleh","Vonleh","11.351724558863147","29","3500","SA@DEN","DEN","SA","","","","",""
"43466-18600","PG","Tyler","Tyler Johnson","Johnson","11.335483674080141","31","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-14505","C","Bismack","Bismack Biyombo","Biyombo","17.706817626953125","44","3500","CHA@DET","CHA","DET","","","","",""
"43466-14506","PG","Brandon","Brandon Knight","Knight","9.65625","16","3500","CHA@DET","DET","CHA","GTD","Knee","","",""
"43466-49336","SG","DeAndre'","DeAndre' Bembry","Bembry","16.62558196311773","43","3500","ATL@ORL","ATL","ORL","GTD","Hand","","",""
"43466-9920","PF","Anthony","Anthony Tolliver","Tolliver","8.921950921779725","41","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-14529","PG","Cory","Cory Joseph","Joseph","16.371153611403244","52","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-84675","C","Mo","Mo Bamba","Bamba","17.006122199856506","49","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-84686","SG","Elie","Elie Okobo","Okobo","10.588371809138808","43","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-58576","C","Kevon","Kevon Looney","Looney","9.471429007393974","14","3500","MIA@GS","GS","MIA","","","","",""
