"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"43885-97018","PG","Chris","Chris Chiozza","Chiozza","9.42000020345052","15","3500","ORL@BKN","BKN","ORL","","","","",""
"43885-110330","SG","Marial","Marial Shayok","Shayok","3.549999952316284","2","3500","ATL@PHI","PHI","ATL","","","","",""
"43885-110335","SF","Ignas","Ignas Brazdeikis","Brazdeikis","3.3333333333333335","9","3500","NY@HOU","NY","HOU","","","","",""
"43885-9473","C","Tyson","Tyson Chandler","Chandler","6.007692190317007","26","3500","NY@HOU","HOU","NY","","","","",""
"43885-110341","SG","Dylan","Dylan Windler","Windler","0","0","3500","MIA@CLE","CLE","MIA","O","Lower leg","","",""
"43885-9481","PF","Taj","Taj Gibson","Gibson","14.20566083800118","53","3500","NY@HOU","NY","HOU","","","","",""
"43885-111372","SF","Thanasis","Thanasis Antetokounmpo","Antetokounmpo","3.426666768391927","15","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","22.2139990234375","50","3500","MIN@DAL","DAL","MIN","GTD","Personal","","",""
"43885-40208","PG","Raul","Raul Neto","Neto","8.304347826086957","46","3500","ATL@PHI","PHI","ATL","","","","",""
"43885-55056","PF","Dario","Dario Saric","Saric","20.5360009765625","50","3500","PHO@UTA","PHO","UTA","GTD","Ankle","","",""
"43885-111376","SG","John","John Konchar","Konchar","2.316666603088379","6","3500","MEM@LAC","MEM","LAC","","","","",""
"43885-55058","SF","Bruno","Bruno Caboclo","Caboclo","8.565217391304348","23","3500","NY@HOU","HOU","NY","","","","",""
"43885-110355","SF","Mfiondu","Mfiondu Kabengele","Kabengele","5.683333079020183","12","3500","MEM@LAC","LAC","MEM","","","","",""
"43885-110354","PF","Nicolas","Nicolas Claxton","Claxton","11.114286150251116","14","3500","ORL@BKN","BKN","ORL","","","","",""
"43885-110883","PF","Dean","Dean Wade","Wade","4.8700000762939455","10","3500","MIA@CLE","CLE","MIA","","","","",""
"43885-48940","SF","Wes","Wes Iwundu","Iwundu","11.980488102610519","41","3500","ORL@BKN","ORL","BKN","","","","",""
"43885-103221","SG","Dusty","Dusty Hannahs","Hannahs","9.350000381469727","2","3500","MEM@LAC","MEM","LAC","","","","",""
"43885-15669","C","Meyers","Meyers Leonard","Leonard","14.818366848692602","49","3500","MIA@CLE","MIA","CLE","O","Ankle","","",""
"43885-110909","PG","Chris","Chris Clemons","Clemons","7.646428789411273","28","3500","NY@HOU","HOU","NY","","","","",""
"43885-40769","PF","Jordan","Jordan Bell","Bell","7.98518541124132","27","3500","MEM@LAC","MEM","LAC","","","","",""
"43885-16196","C","Dwight","Dwight Powell","Powell","21.722500610351563","40","3500","MIN@DAL","DAL","MIN","O","Achilles","","",""
"43885-20806","SG","Treveon","Treveon Graham","Graham","9.945652173913043","46","3500","ATL@PHI","ATL","PHI","","","","",""
"43885-40262","SG","Sterling","Sterling Brown","Brown","12.253845997345753","39","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-84809","PG","Malik","Malik Newman","Newman","1","1","3500","MIA@CLE","CLE","MIA","","","","",""
"43885-63826","C","Boban","Boban Marjanovic","Marjanovic","11.327586206896552","29","3500","MIN@DAL","DAL","MIN","","","","",""
"43885-84827","SG","Allonzo","Allonzo Trier","Trier","9.259999847412109","20","3500","NY@HOU","NY","HOU","","","","",""
"43885-9589","PF","Udonis","Udonis Haslem","Haslem","5.366666793823242","3","3500","MIA@CLE","MIA","CLE","","","","",""
"43885-15744","SG","Rodney","Rodney McGruder","McGruder","9.202272588556463","44","3500","MEM@LAC","LAC","MEM","","","","",""
"43885-111492","PF","Amir","Amir Coffey","Coffey","6","7","3500","MEM@LAC","LAC","MEM","","","","",""
"43885-15758","SF","Michael","Michael Kidd-Gilchrist","Kidd-Gilchrist","7.657142639160156","14","3500","MIN@DAL","DAL","MIN","","","","",""
"43885-9615","SG","Courtney","Courtney Lee","Lee","7.406666564941406","15","3500","MIN@DAL","DAL","MIN","","","","",""
"43885-101266","SG","Cameron","Cameron Reynolds","Reynolds","8.984210365696958","19","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-115612","SF","Kelan","Kelan Martin","Martin","12.512499491373697","24","3500","MIN@DAL","MIN","DAL","","","","",""
"43885-18338","PF","Royce","Royce O'Neale","O'Neale","18.528570992606028","56","3500","PHO@UTA","UTA","PHO","","","","",""
"43885-9636","SF","Wilson","Wilson Chandler","Chandler","15.166666666666666","27","3500","ORL@BKN","BKN","ORL","","","","",""
"43885-80809","SF","Josh","Josh Jackson","Jackson","16","9","3500","MEM@LAC","MEM","LAC","","","","",""
"43885-80811","SF","Jonathan","Jonathan Isaac","Isaac","32.91875076293945","32","3500","ORL@BKN","ORL","BKN","O","Knee","","",""
"43885-9647","SF","Thabo","Thabo Sefolosha","Sefolosha","8.384615384615385","39","3500","NY@HOU","HOU","NY","","","","",""
"43885-80814","PG","Dennis","Dennis Smith","Smith","13.32258064516129","31","3500","NY@HOU","NY","HOU","","","","",""
"43885-9648","PF","Jeff","Jeff Green","Green","13.362500190734863","32","3500","NY@HOU","HOU","NY","","","","",""
"43885-58289","SG","Kadeem","Kadeem Allen","Allen","10.530000305175781","10","3500","NY@HOU","NY","HOU","","","","",""
"43885-9654","SF","Vince","Vince Carter","Carter","10.882352941176471","51","3500","ATL@PHI","ATL","PHI","","","","",""
"43885-80823","C","Tony","Tony Bradley","Bradley","11.164285568963914","42","3500","PHO@UTA","UTA","PHO","","","","",""
"43885-58295","PF","D.J.","D.J. Wilson","Wilson","6.464285714285714","28","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-9664","SG","Andre","Andre Iguodala","Iguodala","14.760000610351563","5","3500","MIA@CLE","MIA","CLE","","","","",""
"43885-48583","SG","Antonius","Antonius Cleveland","Cleveland","2.2666667302449546","6","3500","MIN@DAL","DAL","MIN","","","","",""
"43885-101327","SF","BJ","BJ Johnson","Johnson","3.2750000953674316","8","3500","ORL@BKN","ORL","BKN","","","","",""
"43885-101331","PF","Gary","Gary Clark","Clark","8.538710071194556","31","3500","ORL@BKN","ORL","BKN","","","","",""
"43885-116178","PG","Rayjon","Rayjon Tucker","Tucker","2.8000001173753004","13","3500","PHO@UTA","UTA","PHO","","","","",""
"43885-49114","PG","Frank","Frank Mason","Mason","4.224999904632568","4","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-9703","PG","George","George Hill","Hill","19.117391835088316","46","3500","MIL@WAS","MIL","WAS","","","","",""
"43885-116202","PG","Jalen","Jalen Lecque","Lecque","3","4","3500","PHO@UTA","PHO","UTA","","","","",""
"43885-16368","PF","Mike","Mike Scott","Scott","11.096429007393974","56","3500","ATL@PHI","PHI","ATL","","","","",""
"43885-96763","PG","Brandon","Brandon Goodwin","Goodwin","12.04642813546317","28","3500","ATL@PHI","ATL","PHI","","","","",""
