"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"43597-15860","PF","Draymond","Draymond Green","Green","29.602437833460368","41","5800","HOU@GS","GS","HOU","","","","",""
"43597-23665","SG","Buddy","Buddy Hield","Hield","32.25","54","5700","MEM@SAC","SAC","MEM","","","","",""
"43597-9666","PF","Thaddeus","Thaddeus Young","Young","20.81851761429398","54","5700","CHA@CHI","CHI","CHA","","","","",""
"43597-42677","PG","Terry","Terry Rozier","Rozier","30.75848964475236","53","5600","CHA@CHI","CHA","CHI","","","","",""
"43597-9475","PG","Derrick","Derrick Rose","Rose","30.648887803819445","45","5500","MIL@DET","DET","MIL","","","","",""
"43597-9561","C","DeAndre","DeAndre Jordan","Jordan","25.648887803819445","45","5400","BKN@PHI","BKN","PHI","","","","",""
"43597-14523","PG","Reggie","Reggie Jackson","Jackson","26.442858014787948","14","5400","MIL@DET","DET","MIL","","","","",""
"43597-23097","PG","Tomas","Tomas Satoransky","Satoransky","25.003635475852274","55","5300","CHA@CHI","CHI","CHA","","","","",""
"43597-12368","PF","Nemanja","Nemanja Bjelica","Bjelica","27.02407497829861","54","5300","MEM@SAC","SAC","MEM","","","","",""
"43597-9453","PF","Al","Al Horford","Horford","30.15","50","5300","BKN@PHI","PHI","BKN","","","","",""
"43597-80821","PF","Jarrett","Jarrett Allen","Allen","29.87924482237618","53","5100","BKN@PHI","BKN","PHI","","","","",""
"43597-9673","PG","Goran","Goran Dragic","Dragic","26.979069199672963","43","5100","MIA@ATL","MIA","ATL","","","","",""
"43597-16233","SG","Josh","Josh Richardson","Richardson","25.839024985708843","41","5000","BKN@PHI","PHI","BKN","","","","",""
"43597-23447","PF","Richaun","Richaun Holmes","Holmes","30.900001319679053","37","5000","MEM@SAC","SAC","MEM","O","Shoulder","","",""
"43597-110353","PF","Brandon","Brandon Clarke","Clarke","24.7937494913737","48","4900","MEM@SAC","MEM","SAC","","","","",""
"43597-60233","SG","Dillon","Dillon Brooks","Brooks","25.224073621961807","54","4900","MEM@SAC","MEM","SAC","","","","",""
"43597-16301","C","Dewayne","Dewayne Dedmon","Dedmon","15.3270263671875","37","4900","MIA@ATL","ATL","MIA","","","","",""
"43597-80816","SG","Malik","Malik Monk","Monk","17.273077157827522","52","4900","CHA@CHI","CHA","CHI","","","","",""
"43597-18376","SG","Damion","Damion Lee","Lee","23.358974358974358","39","4900","HOU@GS","GS","HOU","","","","",""
"43597-23294","SF","Danuel","Danuel House","House","22.160415649414062","48","4900","HOU@GS","HOU","GS","","","","",""
"43597-15691","C","Cody","Cody Zeller","Zeller","23.75","50","4800","CHA@CHI","CHA","CHI","","","","",""
"43597-84679","PF","Marvin","Marvin Bagley","Bagley","27.107691838191105","13","4800","MEM@SAC","SAC","MEM","O","Foot","","",""
"43597-110352","PF","P.J.","P.J. Washington","Washington","24.8625005086263","48","4700","CHA@CHI","CHA","CHI","","","","",""
"43597-15946","SF","Harrison","Harrison Barnes","Barnes","24.607408311631943","54","4700","MEM@SAC","SAC","MEM","","","","",""
"43597-70820","C","Thon","Thon Maker","Maker","11.021153376652645","52","4700","MIL@DET","DET","MIL","","","","",""
"43597-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","24.655812817950583","43","4600","MEM@SAC","SAC","MEM","","","","",""
"43597-84703","PG","De'Anthony","De'Anthony Melton","Melton","20.214633848608994","41","4600","MEM@SAC","MEM","SAC","","","","",""
"43597-84704","SG","Kevin","Kevin Huerter","Huerter","24.462223307291666","45","4600","MIA@ATL","ATL","MIA","","","","",""
"43597-110326","PG","Coby","Coby White","White","19.916364080255683","55","4600","CHA@CHI","CHI","CHA","","","","",""
"43597-23572","SF","Taurean","Taurean Prince","Prince","24.88679245283019","53","4500","BKN@PHI","BKN","PHI","","","","",""
"43597-9556","SF","Eric","Eric Gordon","Gordon","21.846429007393972","28","4500","HOU@GS","HOU","GS","GTD","Lower leg","","",""
"43597-23716","SF","Kyle","Kyle Anderson","Anderson","16.402083079020183","48","4500","MEM@SAC","MEM","SAC","","","","",""
"43597-15800","SF","Jae","Jae Crowder","Crowder","25.027084350585938","48","4500","MIA@ATL","MIA","ATL","","","","",""
"43597-84707","SF","Chandler","Chandler Hutchison","Hutchison","16.485714503696986","28","4500","CHA@CHI","CHI","CHA","O","Shoulder","","",""
"43597-16363","SF","Joe","Joe Harris","Harris","23.548076923076923","52","4500","BKN@PHI","BKN","PHI","","","","",""
"43597-110338","SF","De'Andre","De'Andre Hunter","Hunter","21.245283018867923","53","4400","MIA@ATL","ATL","MIA","GTD","Ankle","","",""
"43597-84681","SG","Donte","Donte DiVincenzo","DiVincenzo","22.269386758609695","49","4400","MIL@DET","MIL","DET","","","","",""
"43597-110322","SG","Jordan","Jordan Poole","Poole","14.668749491373697","48","4400","HOU@GS","GS","HOU","","","","",""
"43597-23407","C","P.J.","P.J. Tucker","Tucker","21.874073169849538","54","4300","HOU@GS","HOU","GS","","","","",""
"43597-41083","PF","Luke","Luke Kornet","Kornet","12.922856794084822","35","4300","CHA@CHI","CHI","CHA","","","","",""
"43597-23802","PG","Kris","Kris Dunn","Dunn","22.386273552389707","51","4300","CHA@CHI","CHI","CHA","O","Knee","","",""
"43597-85137","SG","Duncan","Duncan Robinson","Robinson","20.083333333333332","54","4200","MIA@ATL","MIA","ATL","","","","",""
"43597-15814","C","Alex","Alex Len","Len","20.2","40","4200","MEM@SAC","SAC","MEM","O","Hip","","",""
"43597-101329","PG","Kendrick","Kendrick Nunn","Nunn","25.173076923076923","52","4200","MIA@ATL","MIA","ATL","","","","",""
"43597-110323","PF","Eric","Eric Paschall","Paschall","22.527451459099264","51","4200","HOU@GS","GS","HOU","","","","",""
"43597-110339","SF","Cam","Cam Reddish","Reddish","18.891666412353516","48","4000","MIA@ATL","ATL","MIA","","","","",""
"43597-63127","C","Willy","Willy Hernangomez","Hernangomez","11.466667175292969","24","4000","CHA@CHI","CHA","CHI","","","","",""
"43597-110351","SG","Cody","Cody Martin","Martin","11.886486156566724","37","3900","CHA@CHI","CHA","CHI","","","","",""
"43597-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","15.32222267433449","54","3900","BKN@PHI","PHI","BKN","","","","",""
"43597-14511","SF","Markieff","Markieff Morris","Morris","19.047726717862215","44","3900","MIL@DET","DET","MIL","","","","",""
"43597-14529","PG","Cory","Cory Joseph","Joseph","16.66851806640625","54","3900","MEM@SAC","SAC","MEM","","","","",""
"43597-58081","PG","Tyus","Tyus Jones","Jones","17.583333333333332","54","3900","MEM@SAC","MEM","SAC","","","","",""
"43597-66046","SF","Luke","Luke Kennard","Kennard","26.53928484235491","28","3900","MIL@DET","DET","MIL","O","Knee","","",""
"43597-19781","SF","Kent","Kent Bazemore","Bazemore","18.58148193359375","54","3800","MEM@SAC","SAC","MEM","","","","",""
"43597-40262","SG","Sterling","Sterling Brown","Brown","12.82162145666174","37","3800","MIL@DET","MIL","DET","","","","",""
"43597-15952","C","John","John Henson","Henson","16.168750762939453","32","3800","MIL@DET","DET","MIL","","","","",""
"43597-17517","SG","Tony","Tony Snell","Snell","14.695999755859376","50","3800","MIL@DET","DET","MIL","","","","",""
"43597-9598","PF","Ersan","Ersan Ilyasova","Ilyasova","16.27800048828125","50","3800","MIL@DET","MIL","DET","","","","",""
"43597-15771","C","Gorgui","Gorgui Dieng","Dieng","20.208510378573802","47","3800","MEM@SAC","MEM","SAC","","","","",""
"43597-14505","C","Bismack","Bismack Biyombo","Biyombo","18.0022216796875","45","3800","CHA@CHI","CHA","CHI","","","","",""
"43597-14510","SG","Alec","Alec Burks","Burks","28.58571328922194","49","3800","BKN@PHI","PHI","BKN","","","","",""
"43597-80819","PF","Harry","Harry Giles","Giles","13.103571210588727","28","3800","MEM@SAC","SAC","MEM","","","","",""
"43597-84694","SG","Bruce","Bruce Brown","Brown","23.287037037037038","54","3800","MIL@DET","DET","MIL","","","","",""
"43597-58084","SF","Justise","Justise Winslow","Winslow","26.327273282137785","11","3800","MEM@SAC","MEM","SAC","O","Back","","",""
"43597-110350","PF","Jalen","Jalen McDaniels","McDaniels","10.38000030517578","5","3700","CHA@CHI","CHA","CHI","","","","",""
"43597-82744","PG","Shaquille","Shaquille Harrison","Harrison","8.257575757575758","33","3700","CHA@CHI","CHI","CHA","","","","",""
"43597-11074","SG","Garrett","Garrett Temple","Temple","20.454166412353516","48","3700","BKN@PHI","BKN","PHI","","","","",""
"43597-15727","SG","Ben","Ben McLemore","McLemore","15.964814362702546","54","3700","HOU@GS","HOU","GS","","","","",""
"43597-84691","PG","Shake","Shake Milton","Milton","11.295454545454545","22","3700","BKN@PHI","PHI","BKN","","","","",""
"43597-9446","PG","Jeff","Jeff Teague","Teague","24.28125","48","3700","MIA@ATL","ATL","MIA","","","","",""
"43597-17384","C","Kyle","Kyle O'Quinn","O'Quinn","12.100000554865057","22","3700","BKN@PHI","PHI","BKN","","","","",""
"43597-110312","SG","Tyler","Tyler Herro","Herro","21.710869830587637","46","3700","MIA@ATL","MIA","ATL","O","Foot","","",""
"43597-110325","PF","Daniel","Daniel Gafford","Gafford","12.230303215258049","33","3700","CHA@CHI","CHI","CHA","","","","",""
"43597-15628","SF","Otto","Otto Porter","Porter","20.91111077202691","9","3600","CHA@CHI","CHI","CHA","O","Foot","","",""
"43597-22541","C","Kelly","Kelly Olynyk","Olynyk","17.041666666666668","48","3600","MIA@ATL","MIA","ATL","","","","",""
"43597-17230","SG","Langston","Langston Galloway","Galloway","17.18421052631579","57","3600","MIL@DET","DET","MIL","","","","",""
"43597-9809","SF","Nicolas","Nicolas Batum","Batum","15.954545454545455","22","3600","CHA@CHI","CHA","CHI","","","","",""
"43597-41082","C","Damian","Damian Jones","Jones","14.603921329273897","51","3600","MIA@ATL","ATL","MIA","","","","",""
"43597-66968","SF","Derrick","Derrick Jones","Jones","19.535000610351563","40","3600","MIA@ATL","MIA","ATL","","","","",""
"43597-80809","SF","Josh","Josh Jackson","Jackson","13.485714503696986","7","3600","MEM@SAC","MEM","SAC","","","","",""
"43597-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","12.565217391304348","23","3600","HOU@GS","HOU","GS","","","","",""
"43597-9664","SG","Andre","Andre Iguodala","Iguodala","14.90000025431315","3","3600","MIA@ATL","MIA","ATL","","","","",""
"43597-15592","PG","Austin","Austin Rivers","Rivers","15.63800048828125","50","3600","HOU@GS","HOU","GS","","","","",""
"43597-63478","C","Cristiano","Cristiano Felicio","Felicio","11.413333129882812","15","3600","CHA@CHI","CHI","CHA","","","","",""
"43597-23800","SF","Glenn","Glenn Robinson","Robinson","23.33199951171875","50","3600","BKN@PHI","PHI","BKN","","","","",""
"43597-9473","C","Tyson","Tyson Chandler","Chandler","6.007692190317007","26","3500","HOU@GS","HOU","GS","","","","",""
"43597-96775","PF","Norvel","Norvel Pelle","Pelle","10.956250190734863","16","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-101387","PG","Gabe","Gabe Vincent","Vincent","5.775000095367432","4","3500","MIA@ATL","MIA","ATL","","","","",""
"43597-66061","SG","Dwayne","Dwayne Bacon","Bacon","11.794871794871796","39","3500","CHA@CHI","CHA","CHI","","","","",""
"43597-111372","SF","Thanasis","Thanasis Antetokounmpo","Antetokounmpo","3.426666768391927","15","3500","MIL@DET","MIL","DET","","","","",""
"43597-40208","PG","Raul","Raul Neto","Neto","8.309091047807174","44","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-85521","SG","Theo","Theo Pinson","Pinson","9.735714503696986","28","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-111376","SG","John","John Konchar","Konchar","2.316666603088379","6","3500","MEM@SAC","MEM","SAC","","","","",""
"43597-55058","SF","Bruno","Bruno Caboclo","Caboclo","8.581818320534445","22","3500","HOU@GS","HOU","GS","GTD","Knee","","",""
"43597-117779","SF","Juan","Juan Toscano-Anderson","Toscano-Anderson","10.299999872843424","3","3500","HOU@GS","GS","HOU","","","","",""
"43597-110354","PF","Nicolas","Nicolas Claxton","Claxton","11.114286150251116","14","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-110358","SG","Kyle","Kyle Guy","Guy","1","2","3500","MEM@SAC","SAC","MEM","","","","",""
"43597-117275","PG","Jeremiah","Jeremiah Martin","Martin","3.8499999046325684","2","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-117274","PF","Chris","Chris Silva","Silva","8.45405372413429","37","3500","MIA@ATL","MIA","ATL","","","","",""
"43597-110365","PF","Alen","Alen Smailagic","Smailagic","8.941666920979818","12","3500","HOU@GS","GS","HOU","","","","",""
"43597-110882","SG","Adam","Adam Mokoka","Mokoka","3.7999998728434243","6","3500","CHA@CHI","CHI","CHA","","","","",""
"43597-23589","SG","Michael","Michael Frazier","Frazier","3.0142857687813893","7","3500","HOU@GS","HOU","GS","","","","",""
"43597-117290","SG","Charles","Charles Brown","Brown","3.6799999237060548","10","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-110639","PF","Sekou","Sekou Doumbouya","Doumbouya","12.755172203327048","29","3500","MIL@DET","DET","MIL","","","","",""
"43597-117297","SF","Louis","Louis King","King","4.35","10","3500","MIL@DET","DET","MIL","","","","",""
"43597-9524","PG","Stephen","Stephen Curry","Curry","37.5","4","3500","HOU@GS","GS","HOU","O","Hand","","",""
"43597-15669","C","Meyers","Meyers Leonard","Leonard","14.818366848692602","49","3500","MIA@ATL","MIA","ATL","O","Ankle","","",""
"43597-42550","PF","Jabari","Jabari Parker","Parker","28.350000381469727","32","3500","MEM@SAC","SAC","MEM","","","","",""
"43597-111671","PG","Ky","Ky Bowman","Bowman","16.16999969482422","40","3500","HOU@GS","GS","HOU","","","","",""
"43597-15417","SF","Solomon","Solomon Hill","Hill","13.78749974568685","48","3500","MIA@ATL","MIA","ATL","","","","",""
"43597-111672","SF","William","William Howard","Howard","1.4500000476837158","2","3500","HOU@GS","HOU","GS","","","","",""
"43597-117307","SF","DaQuan","DaQuan Jeffries","Jeffries","2.116666634877523","6","3500","MEM@SAC","SAC","MEM","","","","",""
"43597-66109","PF","Skal","Skal Labissiere","Labissiere","16.35757538766572","33","3500","MIA@ATL","ATL","MIA","O","Knee","","",""
"43597-110909","PG","Chris","Chris Clemons","Clemons","7.646428789411273","28","3500","HOU@GS","HOU","GS","","","","",""
"43597-40769","PF","Jordan","Jordan Bell","Bell","7.98518541124132","27","3500","MEM@SAC","MEM","SAC","","","","",""
"43597-112708","SF","Max","Max Strus","Strus","3.0999999046325684","2","3500","CHA@CHI","CHI","CHA","O","Knee","","",""
"43597-20806","SG","Treveon","Treveon Graham","Graham","9.815555826822917","45","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-9799","SG","Wesley","Wesley Matthews","Matthews","14.150980631510416","51","3500","MIL@DET","MIL","DET","","","","",""
"43597-111702","C","Kyle","Kyle Alexander","Alexander","0","0","3500","MIA@ATL","MIA","ATL","O","Knee","","",""
"43597-9560","PF","Blake","Blake Griffin","Griffin","26.127777099609375","18","3500","MIL@DET","DET","MIL","O","Knee","","",""
"43597-111470","SG","Zach","Zach Norvell","Norvell","4.94000015258789","5","3500","HOU@GS","GS","HOU","","","","",""
"43597-113267","SF","Caleb","Caleb Martin","Martin","7.012499809265137","8","3500","CHA@CHI","CHA","CHI","","","","",""
"43597-9589","PF","Udonis","Udonis Haslem","Haslem","4.300000190734863","2","3500","MIA@ATL","MIA","ATL","","","","",""
"43597-15993","SG","Pat","Pat Connaughton","Connaughton","14.25","50","3500","MIL@DET","MIL","DET","","","","",""
"43597-9870","SG","Kyle","Kyle Korver","Korver","11.785106902426861","47","3500","MIL@DET","MIL","DET","O","Back","","",""
"43597-9873","C","Robin","Robin Lopez","Lopez","10.88199951171875","50","3500","MIL@DET","MIL","DET","","","","",""
"43597-101266","SG","Cameron","Cameron Reynolds","Reynolds","8.984210365696958","19","3500","MIL@DET","MIL","DET","","","","",""
"43597-113306","SG","Marko","Marko Guduric","Guduric","9.163636178681344","33","3500","MEM@SAC","MEM","SAC","","","","",""
"43597-9636","SF","Wilson","Wilson Chandler","Chandler","15.01199951171875","25","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","9.457142421177455","28","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-14506","PG","Brandon","Brandon Knight","Knight","9.205882352941176","17","3500","MIL@DET","DET","MIL","","","","",""
"43597-80812","PF","Lauri","Lauri Markkanen","Markkanen","27.360869034476902","46","3500","CHA@CHI","CHI","CHA","O","Pelvis","","",""
"43597-9647","SF","Thabo","Thabo Sefolosha","Sefolosha","8.31578947368421","38","3500","HOU@GS","HOU","GS","","","","",""
"43597-9654","SF","Vince","Vince Carter","Carter","11.25306172273597","49","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-58295","PF","D.J.","D.J. Wilson","Wilson","6.63076899601863","26","3500","MIL@DET","MIL","DET","","","","",""
"43597-49336","SG","DeAndre'","DeAndre' Bembry","Bembry","16.62558196311773","43","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-23740","PG","Ryan","Ryan Arcidiacono","Arcidiacono","9.413725609872856","51","3500","CHA@CHI","CHI","CHA","","","","",""
"43597-9920","PF","Anthony","Anthony Tolliver","Tolliver","8.861905052548362","42","3500","MEM@SAC","SAC","MEM","","","","",""
"43597-84672","SG","Zhaire","Zhaire Smith","Smith","2.914285659790039","7","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-84676","C","Wendell","Wendell Carter","Carter","28.789187869510137","37","3500","CHA@CHI","CHI","CHA","O","Ankle","","",""
"43597-58576","C","Kevon","Kevon Looney","Looney","9.379999796549479","15","3500","HOU@GS","GS","HOU","","","","",""
"43597-81623","PG","Kobi","Kobi Simmons","Simmons","0","1","3500","CHA@CHI","CHA","CHI","","","","",""
"43597-49114","PG","Frank","Frank Mason","Mason","4.224999904632568","4","3500","MIL@DET","MIL","DET","","","","",""
"43597-84698","SF","Dzanan","Dzanan Musa","Musa","8.362857491629464","35","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-23772","PG","Yogi","Yogi Ferrell","Ferrell","8.445238385881696","42","3500","MEM@SAC","SAC","MEM","","","","",""
"43597-84700","PF","Rodions","Rodions Kurucs","Kurucs","9.434374809265137","32","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-24546","SF","Denzel","Denzel Valentine","Valentine","11.57999979654948","30","3500","CHA@CHI","CHI","CHA","O","Hamstring","","",""
"43597-110309","SF","KZ","KZ Okpala","Okpala","4.5","5","3500","MIA@ATL","MIA","ATL","","","","",""
"43597-84711","SG","Grayson","Grayson Allen","Allen","12.090000406901042","30","3500","MEM@SAC","MEM","SAC","O","Hip","","",""
"43597-110311","PG","Jordan","Jordan Bone","Bone","2.2444445292154946","9","3500","MIL@DET","DET","MIL","","","","",""
"43597-9703","PG","George","George Hill","Hill","19.3545448996804","44","3500","MIL@DET","MIL","DET","","","","",""
"43597-84713","SG","Svi","Svi Mykhailiuk","Mykhailiuk","14.470832824707031","48","3500","MIL@DET","DET","MIL","","","","",""
"43597-119531","PG","Jeremy","Jeremy Pargo","Pargo","13.199999491373697","3","3500","HOU@GS","GS","HOU","","","","",""
"43597-9451","PF","Marvin","Marvin Williams","Williams","14.288094656808036","42","3500","MIL@DET","MIL","DET","","","","",""
"43597-16368","PF","Mike","Mike Scott","Scott","11.194545676491478","55","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-110320","SF","Matisse","Matisse Thybulle","Thybulle","14.665957187084441","47","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-84723","SG","Khyri","Khyri Thomas","Thomas","0.5","2","3500","MIL@DET","DET","MIL","O","Foot","","",""
"43597-84726","PF","Ray","Ray Spalding","Spalding","11.507143293108259","14","3500","CHA@CHI","CHA","CHI","","","","",""
"43597-85238","SG","Yuta","Yuta Watanabe","Watanabe","3.566666497124566","9","3500","MEM@SAC","MEM","SAC","","","","",""
"43597-110329","PF","Bruno","Bruno Fernando","Fernando","10.515555826822917","45","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-96763","PG","Brandon","Brandon Goodwin","Goodwin","12.63846177321214","26","3500","MIA@ATL","ATL","MIA","","","","",""
"43597-97018","PG","Chris","Chris Chiozza","Chiozza","9.900000435965401","14","3500","BKN@PHI","BKN","PHI","","","","",""
"43597-110330","SG","Marial","Marial Shayok","Shayok","3.549999952316284","2","3500","BKN@PHI","PHI","BKN","","","","",""
"43597-110334","SG","Justin","Justin James","James","5.870967741935484","31","3500","MEM@SAC","SAC","MEM","","","","",""
